"","district","sc","parish","village","messenger","recipient","IVR","sms"
"1994","BUGIRI","KAPYANGA","BUGUBO","NABYUNYU","couple","female","yes","no"
"1995","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA WEST","couple","female","yes","no"
"1996","BUGIRI","BULUGUYI","MUWAYO","BUTEMA","couple","female","no","no"
"1997","MAYUGE","BUKATUBE","LWANIKA","LWANIKA A","couple","female","no","no"
"1998","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI A","couple","female","yes","yes"
"1999","NAMUTUMBA","KIBAALE","NABWEYO","NANVUNANWA","couple","female","no","no"
"2000","MAYUGE","BUSAKIRA","MAUMU","MAUMU B","couple","female","yes","no"
"2001","IGANGA","BUYANGA","BUWOOYA","BUYANGA A","couple","female","yes","no"
"2002","IGANGA","NAWANDALA","KIWANYI","BUKYEEGA","couple","female","yes","no"
"2003","NAMUTUMBA","MAGADA","KIWANYI","KIWANYI","couple","female","yes","yes"
"2004","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA WEST","couple","female","yes","yes"
"2005","NAMUTUMBA","KIBAALE","NAWANGISA","KAVULE","couple","female","yes","yes"
"2006","NAMUTUMBA","MAGADA","KAGULU","BUGIRI","couple","female","no","no"
"2007","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA B","couple","female","yes","no"
"2008","MAYUGE","BUKATUBE","LWANIKA","WAMONDO","couple","female","yes","yes"
"2009","MAYUGE","WAIRASA","BUSUYI","BUSOWANIRE","couple","female","yes","no"
"2010","NAMAYINGO","BANDA","LUTOLO","LUTOLO","couple","female","yes","no"
"2011","MAYUGE","KIGANDALO","KIGULU","BUYAGA","couple","female","yes","no"
"2012","NAMAYINGO","BANDA","BUJWANGA","BUBANGI","couple","female","yes","no"
"2013","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA II","couple","female","yes","yes"
"2014","IGANGA","IBULANKU","NSAALE","NAKASUBI","couple","female","yes","yes"
"2015","NAMUTUMBA","MAGADA","KAGULU","NABIGALATA","couple","female","yes","no"
"2016","NAMUTUMBA","MAGADA","KIWANYI","NABIYUNGI","couple","female","yes","no"
"2017","NAMUTUMBA","MAGADA","KAGULU","KISYAIKE","couple","female","yes","yes"
"2018","BUGIRI","KAPYANGA","NAMUKONGE","BUKAYE B","couple","female","yes","no"
"2019","IGANGA","MAKUUTU","KASOZI","NONDWE","couple","female","yes","yes"
"2020","IGANGA","BULAMAGI","IWAWU","NAMASOGA","couple","female","yes","no"
"2021","IGANGA","MAKUUTU","KASOZI","WAIBALE","couple","female","yes","no"
"2022","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA I","couple","female","yes","no"
"2023","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MAKUUTU","couple","female","no","no"
"2024","NAMUTUMBA","NSINZE","NAWAIKONA","WALUMBO","couple","female","no","no"
"2025","BUGIRI","BUDHAYA","BUDHAYA","BUMWANGU","couple","female","yes","yes"
"2026","IGANGA","BUYANGA","BUWOOYA","BUWOOYA A","couple","female","yes","yes"
"2027","MAYUGE","WAIRASA","BUSUYI","BUYEMBA","couple","female","yes","yes"
"2028","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA A","couple","female","no","no"
"2029","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO A","couple","female","yes","no"
"2030","NAMUTUMBA","NSINZE","BUWONGO","BUNYAGWE","couple","female","yes","no"
"2031","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA B","couple","female","yes","no"
"2032","IGANGA","BUYANGA","BULUNGULI","KIWANYI B","couple","female","yes","no"
"2033","IGANGA","NAMALEMBA","MINANI","MINANI B","couple","female","no","no"
"2034","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA CENTRAL","couple","female","yes","no"
"2035","IGANGA","BUYANGA","BUWOOYA","NASILARO","couple","female","no","no"
"2036","BUGIRI","KAPYANGA","NDIFAKULYA","BUKAYE","couple","female","yes","no"
"2037","MAYUGE","BUKATUBE","LWANIKA","BUTIMBWA","couple","female","no","no"
"2038","MAYUGE","IMANYIRO","MAGADA","NAMADUDU","couple","female","no","no"
"2039","BUGIRI","BULUGUYI","MUWAYO","NAKAWA","couple","female","yes","no"
"2040","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI A","couple","female","yes","yes"
"2041","IGANGA","BUYANGA","BUWOOYA","BUYIRIMA","couple","female","yes","yes"
"2042","NAMUTUMBA","KIBAALE","NABWEYO","BUDATU","couple","female","no","no"
"2043","MAYUGE","BUKABOOLI","BUKABOOLI","NAMULWANA 'B'","couple","female","yes","no"
"2044","IGANGA","NAMALEMBA","MINANI","NABITENDE","couple","female","yes","no"
"2045","NAMUTUMBA","MAGADA","KIWANYI","NAWANSEKESE","couple","female","yes","no"
"2046","IGANGA","MAKUUTU","MAKUUTU","BUNALWENYI A","couple","female","yes","no"
"2047","BUGIRI","BULESA","BULUWE","MALENDELE","couple","female","no","no"
"2048","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA EAST","couple","female","no","no"
"2049","IGANGA","BUYANGA","BUWOOYA","BUYANGA C","couple","female","no","no"
"2050","MAYUGE","BUKATUBE","LWANIKA","KASONZI","couple","female","yes","no"
"2051","NAMUTUMBA","NSINZE","NAWAIKONA","BUKEBWE","couple","female","yes","yes"
"2052","NAMUTUMBA","NAMUTUMBA","ITUBA","NAWAMPANDU B","couple","female","yes","yes"
"2053","NAMAYINGO","BANDA","LUTOLO","NANGERA","couple","female","yes","no"
"2054","NAMUTUMBA","NSINZE","NAWAIKONA","NABIKENGE","couple","female","no","no"
"2055","NAMUTUMBA","MAGADA","KAGULU","KAWANAMO","couple","female","yes","no"
"2056","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA ''B'","couple","female","no","no"
"2057","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA A","couple","couple","yes","yes"
"2058","BUGIRI","KAPYANGA","NDIFAKULYA","MUGONA SOUTH","couple","couple","no","no"
"2059","BUGIRI","BUWUNGA","BUBUGO","KIRONGO","couple","couple","yes","no"
"2060","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAKAZINGA","couple","couple","yes","no"
"2061","NAMAYINGO","MUTUMBA","LUBIRA","SIMASE","couple","couple","no","no"
"2062","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","KISEWUZI","couple","couple","yes","no"
"2063","IGANGA","MAKUUTU","MAKUUTU","BUNALWENYI B","couple","couple","yes","yes"
"2064","NAMAYINGO","BUSWALE","NANSUMA","BUHWANJA","couple","couple","yes","yes"
"2065","BUGIRI","BUDHAYA","BUDHAYA","KIWANDANGABO","couple","couple","no","no"
"2066","NAMUTUMBA","KIBAALE","NABISOIGI","NAWAIKOKE B","couple","couple","no","no"
"2067","BUGIRI","BUDHAYA","BUKATU","BUBANGO","couple","couple","no","no"
"2068","NAMUTUMBA","NSINZE","BUWONGO","CENTRAL BUNYAGWE","couple","couple","yes","no"
"2069","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA II","couple","couple","no","no"
"2070","NAMUTUMBA","NSINZE","BUWONGO","MALIGA","couple","couple","yes","yes"
"2071","NAMUTUMBA","NSINZE","NAWAIKONA","BUTAGALA","couple","couple","yes","yes"
"2072","NAMUTUMBA","NAMUTUMBA","ITUBA","NAWAMPANDU A","couple","couple","no","no"
"2073","IGANGA","BULAMAGI","IWAWU","NTINDA","couple","couple","yes","yes"
"2074","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA C","couple","couple","yes","yes"
"2075","NAMUTUMBA","MAGADA","KAGULU","NAMUSAYI","couple","couple","yes","yes"
"2076","MAYUGE","BUKATUBE","BUYEMBA","MUGERI B","couple","couple","yes","yes"
"2077","NAMAYINGO","MUTUMBA","LUBIRA","BUGALI 'B'","couple","couple","yes","yes"
"2078","NAMAYINGO","BANDA","LUGALA","LUGALA BEACH","couple","couple","yes","yes"
"2079","BUGIRI","KAPYANGA","NDIFAKULYA","NDIFAKULYA","couple","couple","no","no"
"2080","IGANGA","IBULANKU","NSAALE","WANTE","couple","couple","no","no"
"2081","MAYUGE","KITYERERA","BUBINGE","BULIDHA","couple","couple","yes","no"
"2082","NAMUTUMBA","MAGADA","KAGULU","NAKAWA","couple","couple","yes","yes"
"2083","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO B","couple","couple","yes","yes"
"2084","NAMAYINGO","BUYINJA","LWANGOSIA","SIBONDWE","couple","couple","yes","yes"
"2085","IGANGA","BULAMAGI","IWAWU","NAWANKOFU","couple","couple","yes","no"
"2086","NAMUTUMBA","KIBAALE","NABWEYO","NABUGUZI","couple","couple","yes","no"
"2087","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE A","couple","couple","yes","no"
"2088","IGANGA","BUYANGA","BUWOOYA","BUDHUBYE","couple","couple","yes","yes"
"2089","IGANGA","BUYANGA","BUWOOYA","BUYANGA B","couple","couple","no","no"
"2090","IGANGA","BULAMAGI","IWAWU","KYEMEIRE","couple","couple","yes","yes"
"2091","BUGIRI","IWEMBA","IWEMBA","BULYAMBOLI","couple","couple","no","no"
"2092","NAMUTUMBA","KIBAALE","NABISOIGI","NAKYERE II","couple","couple","no","no"
"2093","NAMAYINGO","BUYINJA","LWANGOSIA","BULOHA EAST","couple","couple","yes","yes"
"2094","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MPANDE","couple","couple","no","no"
"2095","IGANGA","MAKUUTU","KASOZI","BUSIMO","couple","couple","yes","no"
"2096","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA B","couple","couple","no","no"
"2097","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO B","couple","couple","no","no"
"2098","IGANGA","MAKUUTU","KASOZI","BUNAKATE","couple","couple","no","no"
"2099","MAYUGE","KIGANDALO","KIGULU","NAMUGOLO","couple","couple","no","no"
"2100","MAYUGE","IMANYIRO","MAGADA","WANTE","couple","couple","yes","yes"
"2101","NAMUTUMBA","MAGADA","KAGULU","NAWAMBIRI","couple","couple","yes","yes"
"2102","MAYUGE","IMANYIRO","MAGADA","WALUGOGO","couple","couple","yes","yes"
"2103","MAYUGE","BUKATUBE","BUYEMBA","WALUKUBA","couple","couple","no","no"
"2104","IGANGA","MAKUUTU","MAKUUTU","BUSWIRIRI","couple","couple","yes","no"
"2105","NAMAYINGO","BANDA","LUGALA","BUDALA","couple","couple","yes","no"
"2106","BUGIRI","BULUGUYI","MUWAYO","BUDUMA 'A'","couple","couple","no","no"
"2107","MAYUGE","KIGANDALO","KIGULU","NSUMBA","couple","couple","yes","no"
"2108","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA IB","couple","couple","yes","no"
"2109","NAMUTUMBA","MAGADA","KAGULU","IZIMBA","couple","couple","no","no"
"2110","NAMAYINGO","BUSWALE","NANSUMA","MASODI B","couple","couple","yes","yes"
"2111","NAMUTUMBA","KIBAALE","NABISOIGI","NAWANDYO B","couple","couple","yes","yes"
"2112","MAYUGE","BUKABOOLI","BUKABOOLI","KIKUNYU","couple","couple","yes","yes"
"2113","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","BUKALAMAISO","couple","couple","no","no"
"2114","BUGIRI","BUWUNGA","BUBUGO","NAMBOFA","couple","couple","no","no"
"2115","IGANGA","NAKIGO","WAIRAMA","IZIMBA","couple","couple","yes","no"
"2116","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","NABIKOMO","couple","couple","yes","yes"
"2117","BUGIRI","KAPYANGA","BUGUBO","BUKONDE A","couple","couple","yes","yes"
"2118","NAMUTUMBA","MAGADA","KAGULU","NABWEYO","couple","couple","no","no"
"2119","BUGIRI","KAPYANGA","BUGUBO","BUSANZI","couple","couple","yes","yes"
"2120","MAYUGE","BUKATUBE","BUYEMBA","MUGERI A","couple","couple","no","no"
"2121","NAMUTUMBA","KIBAALE","NABISOIGI","NAWAIKOKE A","couple","couple","yes","yes"
"2122","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA A","couple","couple","yes","no"
"2123","NAMAYINGO","MUTUMBA","LUBIRA","LUFUDU","couple","couple","yes","no"
"2124","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA C","couple","couple","no","no"
"2125","BUGIRI","BULUGUYI","MUWAYO","MUWAYO","couple","couple","no","no"
"2126","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA EAST","couple","couple","yes","no"
"2127","NAMAYINGO","BANDA","BUJWANGA","BUJWANGA EAST","couple","couple","no","no"
"2128","IGANGA","MAKUUTU","KASOZI","BUKONDE","couple","couple","yes","yes"
"2129","MAYUGE","KITYERERA","NDAIGA","BUBALULE A","couple","couple","no","no"
"2130","NAMUTUMBA","NSINZE","BUWONGO","BUYUNGA","couple","couple","no","no"
"2131","MAYUGE","BUKATUBE","BUYEMBA","BUYEMBA 'A'","couple","couple","yes","yes"
"2132","NAMUTUMBA","KIBAALE","NABISOIGI","BUGANDA","couple","couple","yes","yes"
"2133","IGANGA","NAKALAMA","NAKALAMA","BUKOBOOLI","couple","couple","no","no"
"2134","BUGIRI","BUDHAYA","BUDHAYA","BUDHAYA","couple","couple","yes","no"
"2135","MAYUGE","BAITAMBOGWE","LUKONE","NAMAGERA","couple","couple","no","no"
"2136","IGANGA","BUYANGA","BUWOOYA","BUWOOYA B","couple","couple","yes","no"
"2137","MAYUGE","KIGANDALO","KIGULU","NAMASAKA","couple","couple","yes","yes"
"2138","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO A","couple","couple","no","no"
"2139","MAYUGE","KIGANDALO","KIGULU","BUBBALYA","couple","couple","yes","no"
"2140","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA III","couple","couple","no","no"
"2141","MAYUGE","BUKATUBE","LWANIKA","LUKINDU A","couple","couple","no","no"
"2142","MAYUGE","BUKABOOLI","BUKABOOLI","KALAGALA A","couple","couple","yes","no"
"2143","NAMUTUMBA","NSINZE","BUWONGO","SIIRA","couple","couple","yes","yes"
"2144","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO CENTRAL","couple","couple","no","no"
"2145","MAYUGE","IMANYIRO","MAGADA","LUYIRA","couple","couple","yes","yes"
"2146","NAMAYINGO","BANDA","BUJWANGA","BUJWANGA WEST","couple","couple","yes","no"
"2147","MAYUGE","KIGANDALO","KIGULU","KIREWE","couple","couple","yes","no"
"2148","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA NORTH","couple","couple","yes","yes"
"2149","NAMAYINGO","MUTUMBA","LUBIRA","BUGALI 'A'","couple","couple","yes","no"
"2150","IGANGA","NAWANDALA","KIWANYI","KIWANYI I","couple","couple","yes","no"
"2151","NAMUTUMBA","MAGADA","KAGULU","LUZINGA","couple","couple","no","no"
"2152","NAMUTUMBA","KIBAALE","NABISOIGI","BWANGU","couple","couple","yes","yes"
"2153","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA","couple","couple","no","no"
"2154","MAYUGE","BUKATUBE","LWANIKA","LUKINDU B","couple","couple","no","no"
"2155","NAMUTUMBA","NAMUTUMBA","ITUBA","NAMUWONDO A","couple","couple","yes","yes"
"2156","MAYUGE","BAITAMBOGWE","LUKONE","LUKONE","couple","couple","yes","no"
"2157","NAMAYINGO","BANDA","BUJWANGA","HALABA","couple","couple","no","no"
"2158","MAYUGE","KITYERERA","BUBINGE","KIKANDWA","couple","couple","no","no"
"2159","BUGIRI","BULUGUYI","MUWAYO","BUDUMA 'B'","couple","couple","no","no"
"2160","IGANGA","NAKALAMA","NAKALAMA","BUKYAYE","couple","couple","no","no"
"2161","MAYUGE","KITYERERA","NDAIGA","NDAIGA C","couple","couple","no","no"
"2162","NAMAYINGO","MUTUMBA","LUBIRA","BUSIULA","couple","couple","yes","no"
"2163","NAMUTUMBA","NSINZE","NAWAIKONA","NABITULUNTU","couple","couple","no","no"
"2164","NAMUTUMBA","NAMUTUMBA","NAKYEERE","NAKYERE","couple","couple","no","no"
"2165","NAMAYINGO","BUSWALE","NANSUMA","MASODI A","couple","couple","yes","no"
"2166","NAMUTUMBA","KIBAALE","NABISOIGI","BUYINDA","couple","couple","yes","no"
"2167","NAMAYINGO","BANDA","BUJWANGA","NAMBANO","couple","couple","no","no"
"2168","MAYUGE","BAITAMBOGWE","IGEYERO","MUKUTA","couple","couple","yes","yes"
"2169","MAYUGE","KITYERERA","BUBINGE","BUBINGE","couple","couple","yes","yes"
"2170","BUGIRI","BULUGUYI","MUWAYO","MUDAWO","couple","couple","no","no"
"2171","BUGIRI","NABUKALU","NKAIZA","KAKOGE","couple","couple","no","no"
"2172","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE B","couple","couple","yes","yes"
"2173","IGANGA","NAWANDALA","KIWANYI","MADHIMASU","couple","couple","yes","no"
"2174","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE B","couple","couple","yes","yes"
"2175","BUGIRI","IWEMBA","IWEMBA","BUKIRI","couple","couple","yes","yes"
"2176","MAYUGE","BUKATUBE","LWANIKA","BUDHALA 'A'","couple","couple","yes","yes"
"2177","IGANGA","BULAMAGI","IWAWU","IWAWU","couple","couple","yes","no"
"2178","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","NAKAVULE","couple","couple","yes","yes"
"2179","BUGIRI","BUWUNGA","BUBUGO","BUBUGO/BULIWAGULU","couple","couple","yes","no"
"2180","NAMUTUMBA","MAGADA","KIWANYI","KATENGELERE","couple","couple","no","no"
"2181","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","KIOGA","couple","couple","no","no"
"2182","NAMUTUMBA","NAMUTUMBA","ITUBA","NAMUWONDO B","couple","couple","yes","no"
"2183","MAYUGE","BAITAMBOGWE","LUKONE","NSINDA","couple","couple","no","no"
"2184","NAMUTUMBA","KIBAALE","NABWEYO","BUGAIZA","couple","couple","yes","no"
"2185","MAYUGE","BUKABOOLI","BUKABOOLI","KALAGALA B","couple","couple","no","no"
"2186","NAMUTUMBA","KIBAALE","NABISOIGI","NAWANDYO A","couple","couple","yes","no"
"2187","BUGIRI","IWEMBA","IWEMBA","BUKANDA","couple","couple","yes","yes"
"2188","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA A","couple","couple","no","no"
"2189","IGANGA","NAKIGO","BUSOWOOBI","BUSOWOOBI CENTRAL","couple","couple","yes","no"
"2190","NAMUTUMBA","KIBAALE","NAWANGISA","BUNYINKIRA","couple","couple","yes","yes"
"2191","MAYUGE","KIGANDALO","KIGULU","KIGULU","couple","couple","yes","yes"
"2192","BUGIRI","BUDHAYA","BUDHAYA","BUKEREKERE","couple","couple","yes","yes"
"2193","MAYUGE","WAIRASA","BUSUYI","BUSUYI","couple","couple","no","no"
"2194","IGANGA","NAMALEMBA","MINANI","NAKAMINI","couple","couple","yes","no"
"2195","IGANGA","NAMALEMBA","MINANI","MINANI A","couple","couple","yes","no"
"2196","NAMUTUMBA","NSINZE","BUWONGO","MALIGA TRADING CENTRE","couple","couple","yes","yes"
"2197","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA B","couple","couple","yes","yes"
"2198","BUGIRI","BULESA","BULUWE","BULUWE","couple","couple","no","no"
"2199","BUGIRI","BULESA","BULUWE","BUTEGWA A","couple","couple","yes","yes"
"2200","MAYUGE","BUKATUBE","LWANIKA","BUDHALA 'B'","couple","couple","yes","no"
"2201","IGANGA","BUYANGA","BULUNGULI","KIWANYI A","couple","couple","yes","no"
"2202","NAMUTUMBA","NSINZE","BUWONGO","BUKOLO","couple","couple","yes","no"
"2203","NAMUTUMBA","NSINZE","NAWAIKONA","BUBINGA","couple","couple","yes","yes"
"2204","NAMUTUMBA","KIBAALE","NABWEYO","MBOGO","couple","couple","yes","yes"
"2205","BUGIRI","KAPYANGA","NAMUKONGE","BUGODO A","couple","couple","yes","yes"
"2206","NAMAYINGO","BANDA","LUGALA","BUHIMA","couple","couple","yes","no"
"2207","NAMUTUMBA","KIBAALE","NABISOIGI","NKWANZI","couple","couple","no","no"
"2208","NAMUTUMBA","NSINZE","NAWAIKONA","KIVULE","couple","couple","yes","no"
"2209","BUGIRI","KAPYANGA","NDIFAKULYA","MUGONA NORTH","couple","couple","no","no"
"2210","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI II","couple","couple","no","no"
"2211","NAMUTUMBA","KIBAALE","NAWANGISA","KAKOGE","couple","couple","no","no"
"2212","IGANGA","MAKUUTU","KASOZI","KASOZI A","couple","couple","yes","yes"
"2213","IGANGA","IBULANKU","NSAALE","NAKIBEMBE","couple","couple","yes","no"
"2214","BUGIRI","KAPYANGA","BUGUBO","KAKANDWA","couple","couple","yes","yes"
"2215","NAMAYINGO","BANDA","LUTOLO","SIROWA","couple","couple","no","no"
"2216","IGANGA","NAKIGO","BUSOWOOBI","NABITOVU","couple","couple","yes","yes"
"2217","NAMAYINGO","BANDA","BUJWANGA","BUSIRO BEACH","couple","couple","yes","no"
"2218","BUGIRI","BUWUNGA","BUBUGO","BUKEREWE","couple","couple","no","no"
"2219","NAMUTUMBA","KIBAALE","NABWEYO","BUNYEKERO","couple","couple","yes","yes"
"2220","MAYUGE","BUKABOOLI","BUKABOOLI","BUKABOOLI","couple","couple","yes","yes"
"2221","BUGIRI","BUDHAYA","BUKATU","MAZIRIGA","couple","couple","no","no"
"2222","IGANGA","NAKIGO","WAIRAMA","KAKOMBO","couple","couple","yes","no"
"2223","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO C","couple","couple","no","no"
"2224","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO A","couple","couple","yes","yes"
"2225","IGANGA","NAMALEMBA","MINANI","BUKAKAIRE","couple","couple","no","no"
"2226","IGANGA","MAKUUTU","KASOZI","NAMAVUNDU","couple","couple","yes","no"
"2227","IGANGA","MAKUUTU","KASOZI","KASOZI B","couple","couple","yes","yes"
"2228","IGANGA","MAKUUTU","KASOZI","BUKOWE","couple","couple","yes","no"
"2229","BUGIRI","KAPYANGA","NAMUKONGE","BUGODO B","couple","couple","yes","no"
"2230","MAYUGE","IMANYIRO","MAGADA","MAGADA","couple","couple","yes","no"
"2231","NAMAYINGO","BANDA","LUTOLO","GAMBABWAMI","couple","couple","no","no"
"2232","MAYUGE","BUKABOOLI","BUKABOOLI","NAMULWANA 'A'","couple","couple","yes","yes"
"2233","BUGIRI","BUDHAYA","BUDHAYA","NGULUMO","couple","couple","yes","no"
"2234","NAMUTUMBA","NSINZE","NAWAIKONA","BUKUDUMIRA","couple","couple","no","no"
"2235","BUGIRI","KAPYANGA","BUGUBO","BUGUBO","couple","couple","yes","yes"
"2236","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA SOUTH","couple","couple","yes","no"
"2237","MAYUGE","KITYERERA","NDAIGA","NDAIGA A","couple","couple","yes","no"
"2238","BUGIRI","BUDHAYA","BUKATU","BUDIBYA","couple","couple","yes","no"
"2239","NAMAYINGO","BANDA","LUGALA","SISIRO","couple","couple","no","no"
"2240","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","BUDUMBA","couple","couple","yes","no"
"2241","MAYUGE","BUKATUBE","LWANIKA","LWANIKA B","couple","couple","yes","no"
"2242","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","LUKUNYU","couple","couple","yes","yes"
"2243","NAMAYINGO","BUYINJA","LWANGOSIA","BUGAYA","couple","couple","yes","no"
"2244","BUGIRI","BUDHAYA","BUKATU","KAWOLOGOMA","couple","couple","yes","no"
"2245","MAYUGE","IMANYIRO","MAGADA","NAMAKAKALE","couple","couple","no","no"
"2246","NAMUTUMBA","KIBAALE","NABWEYO","LWAMBA","couple","couple","yes","yes"
"2247","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","KAZINGA","couple","couple","yes","no"
"2248","NAMAYINGO","BUYINJA","LWANGOSIA","BULOHA WEST","couple","couple","yes","no"
"2249","NAMAYINGO","BANDA","LUTOLO","NAMABONI","couple","couple","yes","yes"
"2250","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO A","couple","couple","yes","yes"
"2251","BUGIRI","KAPYANGA","BUGUBO","NABYUNYU","couple","couple","yes","yes"
"2252","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA WEST","couple","couple","no","no"
"2253","BUGIRI","BULUGUYI","MUWAYO","BUTEMA","couple","couple","yes","no"
"2254","MAYUGE","BUKATUBE","LWANIKA","LWANIKA A","couple","couple","yes","yes"
"2255","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI A","couple","couple","yes","yes"
"2256","NAMUTUMBA","KIBAALE","NABWEYO","NANVUNANWA","couple","couple","yes","no"
"2257","MAYUGE","BUSAKIRA","MAUMU","MAUMU B","couple","couple","no","no"
"2258","IGANGA","BUYANGA","BUWOOYA","BUYANGA A","couple","couple","no","no"
"2259","IGANGA","NAWANDALA","KIWANYI","BUKYEEGA","couple","couple","yes","no"
"2260","NAMUTUMBA","MAGADA","KIWANYI","KIWANYI","couple","couple","no","no"
"2261","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA WEST","couple","couple","yes","yes"
"2262","NAMUTUMBA","KIBAALE","NAWANGISA","KAVULE","couple","couple","no","no"
"2263","NAMUTUMBA","MAGADA","KAGULU","BUGIRI","couple","couple","yes","no"
"2264","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA B","couple","couple","yes","yes"
"2265","MAYUGE","BUKATUBE","LWANIKA","WAMONDO","couple","couple","no","no"
"2266","MAYUGE","WAIRASA","BUSUYI","BUSOWANIRE","couple","couple","no","no"
"2267","NAMAYINGO","BANDA","LUTOLO","LUTOLO","couple","couple","yes","yes"
"2268","MAYUGE","KIGANDALO","KIGULU","BUYAGA","couple","couple","yes","no"
"2269","NAMAYINGO","BANDA","BUJWANGA","BUBANGI","couple","couple","yes","no"
"2270","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA II","couple","couple","no","no"
"2271","IGANGA","IBULANKU","NSAALE","NAKASUBI","couple","couple","yes","no"
"2272","NAMUTUMBA","MAGADA","KAGULU","NABIGALATA","couple","couple","no","no"
"2273","NAMUTUMBA","MAGADA","KIWANYI","NABIYUNGI","couple","couple","no","no"
"2274","NAMUTUMBA","MAGADA","KAGULU","KISYAIKE","couple","couple","yes","yes"
"2275","BUGIRI","KAPYANGA","NAMUKONGE","BUKAYE B","couple","couple","no","no"
"2276","IGANGA","MAKUUTU","KASOZI","NONDWE","couple","couple","yes","no"
"2277","IGANGA","BULAMAGI","IWAWU","NAMASOGA","couple","couple","no","no"
"2278","IGANGA","MAKUUTU","KASOZI","WAIBALE","couple","couple","yes","no"
"2279","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA I","couple","couple","yes","no"
"2280","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MAKUUTU","couple","couple","yes","no"
"2281","NAMUTUMBA","NSINZE","NAWAIKONA","WALUMBO","couple","couple","yes","yes"
"2282","BUGIRI","BUDHAYA","BUDHAYA","BUMWANGU","couple","couple","no","no"
"2283","IGANGA","BUYANGA","BUWOOYA","BUWOOYA A","couple","couple","no","no"
"2284","MAYUGE","WAIRASA","BUSUYI","BUYEMBA","couple","couple","no","no"
"2285","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA A","couple","couple","yes","no"
"2286","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO A","couple","couple","yes","yes"
"2287","NAMUTUMBA","NSINZE","BUWONGO","BUNYAGWE","couple","couple","yes","no"
"2288","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA B","couple","couple","yes","yes"
"2289","IGANGA","BUYANGA","BULUNGULI","KIWANYI B","couple","couple","yes","no"
"2290","IGANGA","NAMALEMBA","MINANI","MINANI B","couple","couple","yes","no"
